city_id,city_name,country,latitude,longitude,weather_date,temp,humidity,cloudiness,wind_speed
2097418,Finschhafen,PG,-6.6,147.87,09/28/20,            75.29,89,100,1.1
4031574,Provideniya,RU,64.38,-173.3,09/28/20,            32.25,90,24,5.55
2184707,Wanaka,NZ,-44.7,169.15,09/28/20,            25.72,86,36,9.13
3397963,Itamaracá,BR,-7.75,-34.83,09/28/20,            82.4,69,75,11.41
5905393,Bonavista,CA,48.65,-53.11,09/28/20,            62.91,82,67,18.03
1786764,Yichang,CN,30.71,111.28,09/28/20,            68.27,83,99,1.1
2012780,Zabaykal'sk,RU,49.63,117.32,09/28/20,            37.72,77,0,15.82
4032369,Pangai,TO,-19.8,-174.35,09/28/20,            75.2,83,75,12.75
3933104,Pangoa,PE,-12.12,-73,09/28/20,            78.93,81,43,1.63
3423146,Ilulissat,GL,69.22,-51.1,09/28/20,            32,90,40,4.7
3469294,Bonito,BR,-21.12,-56.48,09/28/20,            90.48,42,51,5.93
6089245,Norman Wells,CA,65.28,-126.83,09/28/20,            41,100,90,13.87
2014718,Tynda,RU,55.17,124.72,09/28/20,            32.47,96,21,3
3372707,Ribeira Grande,PT,38.52,-28.7,09/28/20,            73.4,78,40,11.41
2347303,Bende,NG,5.56,7.64,09/28/20,            74.46,94,93,6.08
3868633,Vallenar,CL,-28.57,-70.76,09/28/20,            75.96,24,0,14.81
6170031,Tuktoyaktuk,CA,69.45,-133.04,09/28/20,            35.6,100,90,8.05
1282256,Hithadhoo,MV,-0.6,73.08,09/28/20,            83.75,69,83,9.26
3443061,Chui,UY,-33.7,-53.46,09/28/20,            64.06,58,13,12.08
3868626,Valparaíso,CL,-33.04,-71.63,09/28/20,            61.81,55,100,5.82
2138555,Poum,NC,-20.23,164.02,09/28/20,            72.3,88,97,19.06
1540475,Turtas,RU,58.94,69.13,09/28/20,            38.86,87,60,5.32
5530932,Socorro,US,31.65,-106.3,09/28/20,            67.17,28,5,19.46
4033557,Tautira,PF,-17.73,-149.15,09/28/20,            77,83,40,4.7
991664,Kathu,ZA,-27.7,23.05,09/28/20,            57.99,14,0,11.92
5924351,Clyde River,CA,70.47,-68.59,09/28/20,            30.2,86,75,18.34
245785,Abéché,TD,13.83,20.83,09/28/20,            72.91,86,66,12.5
1507390,Dikson,RU,73.51,80.55,09/28/20,            37.09,96,100,24.7
2120048,Ust-Nera,RU,64.57,143.2,09/28/20,            45.66,69,92,4.45
1337610,Thinadhoo,MV,0.53,72.93,09/28/20,            83.39,72,66,8.39
609906,Fort-Shevchenko,KZ,44.51,50.26,09/28/20,            63.21,39,4,16.53
1213855,Sibolga,ID,1.74,98.78,09/28/20,            77.61,78,99,2.95
3389822,Salinópolis,BR,-0.61,-47.36,09/28/20,            83.84,64,50,13.13
3380290,Sinnamary,GF,5.38,-52.95,09/28/20,            85.59,63,51,14.79
1272864,Dhārchula,IN,29.85,80.53,09/28/20,            62.4,54,0,3.8
2063523,Perth,AU,-31.93,115.83,09/28/20,            51.04,93,20,4.7
3468020,Camapuã,BR,-19.53,-54.04,09/28/20,            100.24,18,67,10.22
935248,Sainte-Suzanne,RE,-20.91,55.61,09/28/20,            73.4,53,20,11.41
2152667,Portland,AU,-38.33,141.6,09/28/20,            44.83,87,83,8.5
2062276,Roebourne,AU,-20.78,117.13,09/28/20,            73.53,25,21,16.31
104515,Makkah al Mukarramah,SA,21.43,39.83,09/28/20,            85.8,38,0,2.33
2396853,Omboué,GA,-1.57,9.26,09/28/20,            75.81,71,75,7.09
3372964,Lagoa,PT,39.05,-27.98,09/28/20,            69.21,89,100,18.03
3204161,Bileća,BA,42.87,18.43,09/28/20,            60.8,77,20,8.05
1803841,Lianzhou,CN,24.78,112.38,09/28/20,            72.72,89,99,0.45
3587498,Acajutla,SV,13.59,-89.83,09/28/20,            84.74,58,40,3.36
2035836,Manzhouli,CN,49.6,117.43,09/28/20,            38.28,75,0,16.28
60019,Eyl,SO,7.98,49.82,09/28/20,            77.86,82,1,14.05
1162275,Zahir Pir,PK,28.81,70.52,09/28/20,            85.86,26,0,7.63
2123814,Leningradskiy,RU,69.38,178.42,09/28/20,            31.73,90,93,4.23
1797929,Qingdao,CN,36.1,120.37,09/28/20,            67.17,88,75,2.24
1062663,Mahajanga,MG,-15.72,46.32,09/28/20,            78.8,83,20,8.05
2015701,Taksimo,RU,56.34,114.88,09/28/20,            35.91,83,75,3.04
358048,Damietta,EG,31.42,31.81,09/28/20,            82.4,74,0,9.17
2037485,Erenhot,CN,43.65,111.98,09/28/20,            49.15,46,97,8.9
4021858,Guerrero Negro,MX,27.98,-114.06,09/28/20,            82.27,45,0,10.31
3590069,San José,GT,16.98,-89.9,09/28/20,            96.12,43,11,1.63
1649150,Bengkulu,ID,-3.8,102.27,09/28/20,            76.24,90,67,8.88
1685615,Suba,PH,10.84,121.01,09/28/20,            83.91,72,80,6.76
3625066,Zaraza,VE,9.35,-65.32,09/28/20,            84.34,78,74,3.31
1519924,Kushmurun,KZ,52.45,64.63,09/28/20,            52.39,66,0,1.86
5887916,Athabasca,CA,54.72,-113.29,09/28/20,            61.27,60,100,15.93
5855051,‘Ewa Beach,US,21.32,-158.01,09/28/20,            74.43,83,20,3.36
2100765,Angoram,PG,-4.06,144.07,09/28/20,            73.45,96,100,2.46
1176995,Havelian,PK,34.05,73.17,09/28/20,            75.13,49,40,13.87
2101169,Aitape,PG,-3.14,142.35,09/28/20,            78.28,77,90,3.31
3639898,Guatire,VE,10.48,-66.54,09/28/20,            85.44,70,40,2.24
3354077,Opuwo,NA,-18.06,13.84,09/28/20,            68.63,23,16,8.05
5932311,Creston,CA,49.1,-116.5,09/28/20,            51.94,71,1,1.59
5509851,Pahrump,US,36.21,-115.98,09/28/20,            83.25,17,0,3
3408343,Acopiara,BR,-6.1,-39.45,09/28/20,            100.15,20,0,7.74
2513195,Novelda,ES,38.38,-0.77,09/28/20,            69.94,66,0,8.01
3446587,Terra Nova,BR,-12.37,-40.67,09/28/20,            91.98,24,0,5.28
2015352,Terney,RU,45.05,136.61,09/28/20,            57.52,78,19,7.09
1729469,Baculin,PH,7.45,126.58,09/28/20,            78.67,79,61,4.63
2138522,Poya,NC,-21.35,165.15,09/28/20,            68.68,85,99,12.82
3870243,Taltal,CL,-25.4,-70.48,09/28/20,            62.74,56,36,7.14
2108502,Honiara,SB,-9.43,159.95,09/28/20,            77.5,80,64,5.32
978895,Margate,ZA,-30.86,30.37,09/28/20,            58.71,77,38,9.13
2189343,Kaeo,NZ,-35.1,173.78,09/28/20,            51.01,89,4,12.88
3391387,Porto de Moz,BR,-1.75,-52.24,09/28/20,            93.85,44,29,2.75
1282027,Malé,MV,4.17,73.51,09/28/20,            84.2,79,75,5.82
2455290,Kidal,ML,18.44,1.41,09/28/20,            98.19,11,0,2.55
6148373,Sioux Lookout,CA,50.1,-91.92,09/28/20,            50,87,90,5.82
2063042,Port Hedland,AU,-20.32,118.57,09/28/20,            68,94,69,5.82
780687,Berlevåg,NO,70.86,29.09,09/28/20,            44.6,87,20,4.7
5870133,Nome,US,64.5,-165.41,09/28/20,            30.7,86,1,3.36
1736458,Kudat,MY,6.88,116.85,09/28/20,            75.11,94,20,2.24
2068110,Kununurra,AU,-15.77,128.73,09/28/20,            75.2,73,40,3.36
504840,Proletariy,RU,58.43,31.7,09/28/20,            53.94,77,97,7.16
1499350,Mariinsk,RU,56.21,87.75,09/28/20,            46.17,82,71,9.06
2027296,Aykhal,RU,66,111.5,09/28/20,            33.8,100,90,6.71
1015776,Bredasdorp,ZA,-34.53,20.04,09/28/20,            53.6,81,0,11.41
2141305,Fayaoué,NC,-20.65,166.53,09/28/20,            72.63,87,85,16.87
1640344,Kendari,ID,-3.94,122.5,09/28/20,            75.34,91,100,2.95
3465303,Costa Rica,BR,-23.42,-54.65,09/28/20,            79.9,47,50,6.67
3698359,Chicama,PE,-7.84,-79.15,09/28/20,            73.69,53,22,11.14
1337607,Kudahuvadhoo,MV,2.67,72.89,09/28/20,            83.08,70,90,5.5
5866063,Kenai,US,60.55,-151.26,09/28/20,            46.42,87,75,6.93
3690875,Virú,PE,-8.42,-78.75,09/28/20,            72.9,54,7,9.73
496285,Severodvinsk,RU,64.56,39.83,09/28/20,            50,93,19,4.47
3356832,Henties Bay,NA,-22.12,14.28,09/28/20,            57,79,0,10.42
1489597,Timiryazevskiy,RU,56.49,84.88,09/28/20,            50.76,71,100,8.95
3837213,San Juan,AR,-31.54,-68.54,09/28/20,            80.55,16,10,19.26
546105,Nikolskoye,RU,59.7,30.79,09/28/20,            51.93,81,40,2.24
523392,Naryan-Mar,RU,67.67,53.09,09/28/20,            42.22,81,94,14.88
675130,Jurilovca,RO,44.77,28.87,09/28/20,            67.28,82,73,11.41
3456176,Nova Era,BR,-19.75,-43.04,09/28/20,            96.49,18,1,4.94
4738214,Tyler,US,32.35,-95.3,09/28/20,            70.41,49,1,17.22
2014836,Tupik,RU,54.43,119.93,09/28/20,            32.34,94,23,3.18
258007,Magoula,GR,38.08,23.52,09/28/20,            76.37,78,75,6.53
723455,Stropkov,SK,49.2,21.65,09/28/20,            53.38,92,100,1.99
160660,Chalinze,TZ,-6.64,38.35,09/28/20,            74.43,84,59,6.46
1244926,Hambantota,LK,6.12,81.12,09/28/20,            81.1,80,66,16.46
323776,Antalya Province,TR,36.77,30.72,09/28/20,            78.8,74,1,2.24
1272502,Diu,IN,20.71,70.98,09/28/20,            78.21,80,74,8.97
3520994,Puerto Escondido,MX,15.85,-97.07,09/28/20,            87.8,66,40,9.06
3416888,Grindavik,IS,63.84,-22.43,09/28/20,            44.6,75,75,8.05
86049,Jalu,LY,29.03,21.55,09/28/20,            92.43,15,0,9.37
2071860,Esperance,AU,-33.87,121.9,09/28/20,            51.8,100,90,5.82
2112444,Kamaishi,JP,39.27,141.88,09/28/20,            57.49,78,3,4.12
4004293,Ixtapa,MX,20.7,-105.2,09/28/20,            86,79,90,4.7
2394560,Djougou,BJ,9.71,1.67,09/28/20,            82.4,69,20,6.93
777019,Vardø,NO,70.37,31.11,09/28/20,            48.2,93,75,14.99
2112309,Katsuura,JP,35.13,140.3,09/28/20,            68.25,77,75,13.87
233093,Kaabong,UG,3.48,34.15,09/28/20,            72.5,53,51,9.73
5919850,Chapais,CA,49.78,-74.85,09/28/20,            66.2,59,90,5.82
3451399,Ribas do Rio Pardo,BR,-20.44,-53.76,09/28/20,            99.75,22,88,13.58
915883,Kafue,ZM,-15.77,28.18,09/28/20,            84.2,23,78,2.24
2122614,Okha,RU,53.57,142.95,09/28/20,            49.15,83,96,16.42
2139521,Noumea,NC,-22.28,166.46,09/28/20,            64.4,100,99,13.87
1337620,Funadhoo,MV,6.15,73.27,09/28/20,            82.89,75,49,6.67
1798490,Pulandian,CN,39.4,121.97,09/28/20,            65.44,88,100,4.47
2990354,Arrondissement de Niort,FR,46.33,-0.33,09/28/20,            59,66,45,3
300617,Sivas Province,TR,39.79,37,09/28/20,            64.4,48,0,3.36
6068416,Mayo,CA,63.59,-135.9,09/28/20,            42.8,93,90,4.7
3355595,Mariental,NA,-24.63,17.97,09/28/20,            64.87,21,0,11.9
2906744,Helmbrechts,DE,50.24,11.72,09/28/20,            50.86,87,98,2.24
5605242,Rexburg,US,43.83,-111.79,09/28/20,            51.26,45,1,3.42
1521230,Makīnsk,KZ,52.63,70.42,09/28/20,            46.17,87,11,7.81
1266397,Kodīnar,IN,20.79,70.7,09/28/20,            78.37,79,44,8.3
6166224,Thurso,CA,45.6,-75.25,09/28/20,            76.55,73,75,6.93
1181065,Chitral,PK,35.85,71.79,09/28/20,            58.14,51,97,5.53
544084,Koslan,RU,63.46,48.9,09/28/20,            50.41,94,100,4.25
1259012,Rāichūr,IN,16.2,77.37,09/28/20,            76.28,83,100,7.72
760917,Pułtusk,PL,52.7,21.08,09/28/20,            54.66,73,66,8.99
1622318,Waingapu,ID,-9.66,120.26,09/28/20,            79.39,69,3,5.57
1607730,Phibun Mangsahan,TH,15.24,105.23,09/28/20,            78.8,88,40,3.36
127319,Khorramshahr,IR,30.44,48.17,09/28/20,            89.6,27,0,11.7
3448903,São João da Barra,BR,-21.64,-41.05,09/28/20,            87.8,58,45,6.93
4274277,Lawrence,US,38.97,-95.24,09/28/20,            65.41,52,1,20.8
3514868,Valle Hermoso,MX,25.67,-97.83,09/28/20,            88.3,75,75,9.17
912628,Kasempa,ZM,-13.46,25.83,09/28/20,            77.94,24,98,3.33
5354943,Half Moon Bay,US,37.46,-122.43,09/28/20,            79.36,82,1,9.17
3461958,Guanhães,BR,-18.77,-42.93,09/28/20,            94.33,18,0,5.77
64814,Bandarbeyla,SO,9.49,50.81,09/28/20,            77.4,83,0,20.49
3173758,Massa Marittima,IT,43.05,10.89,09/28/20,            60.96,74,20,1.25
2630299,Hofn,IS,64.25,-15.21,09/28/20,            46.4,87,75,4.7
3985168,San Patricio,MX,19.22,-104.7,09/28/20,            91.4,75,20,9.17
1792592,Tongren,CN,27.72,109.19,09/28/20,            63.63,89,100,2.24
3887127,Iquique,CL,-20.22,-70.14,09/28/20,            64.4,59,14,16.11
6111862,Port Hardy,CA,50.7,-127.42,09/28/20,            57.2,82,75,10.29
1082243,Ambilobe,MG,-13.2,49.05,09/28/20,            71.49,88,99,2.26
1529651,Altay,CN,47.87,88.12,09/28/20,            38.88,69,0,1.14
551145,Kem',RU,64.96,34.58,09/28/20,            51.84,83,98,7.87
1805935,Jiazi,CN,22.88,116.07,09/28/20,            76.3,87,100,9.13
1516048,Khovd,MN,48.01,91.64,09/28/20,            39.99,68,1,1.05
3393692,Itarema,BR,-2.92,-39.92,09/28/20,            85.24,64,16,19.66
2094027,Kieta,PG,-6.22,155.63,09/28/20,            76.28,83,100,7.09
2126682,Bilibino,RU,68.05,166.44,09/28/20,            29.52,92,42,1.12
2022572,Khatanga,RU,71.97,102.5,09/28/20,            30.51,95,100,14.09
3388847,São Félix do Xingu,BR,-6.64,-51.99,09/28/20,            96.35,32,23,3.76
5969025,Haines Junction,CA,60.75,-137.51,09/28/20,            42.78,77,85,11.25
3939168,Huarmey,PE,-10.07,-78.15,09/28/20,            68.56,65,21,10.42
2986732,Ploemeur,FR,47.73,-3.43,09/28/20,            59.95,100,75,8.95
3036132,Aulnoye-Aymeries,FR,50.2,3.84,09/28/20,            54.68,73,100,4
6162654,Témiscaming,CA,46.72,-79.1,09/28/20,            71.37,73,75,10.29
2083537,Wewak,PG,-3.55,143.63,09/28/20,            77.61,84,95,10.63
1864009,Fukuchiyama,JP,35.3,135.12,09/28/20,            59.79,100,79,1.23
1270779,Guhāgar,IN,17.48,73.19,09/28/20,            76.57,85,18,2.98
1633419,Padang,ID,-0.95,100.35,09/28/20,            77.68,79,98,4.16
2063036,Port Lincoln,AU,-34.73,135.87,09/28/20,            60.3,46,100,13.71
2428231,Massaguet,TD,12.48,15.44,09/28/20,            86,70,20,3.36
3687238,Cartagena,CO,10.4,-75.51,09/28/20,            89.6,70,75,9.17
2336589,Jalingo,NG,8.88,11.37,09/28/20,            76.62,85,86,2.28
301101,Serik,TR,36.92,31.1,09/28/20,            78.8,74,0,2.24
3439353,Bella Vista,PY,-22.13,-56.52,09/28/20,            74.48,79,69,5.1
2345521,Damaturu,NG,11.75,11.96,09/28/20,            78.19,67,85,0.92
2027740,Amurzet,RU,47.7,131.1,09/28/20,            45.73,87,41,8.72
1650434,Bambanglipuro,ID,-7.95,110.28,09/28/20,            76.84,83,72,8.3
2170581,Coolum Beach,AU,-26.53,153.1,09/28/20,            57.7,87,10,10.09
145233,Ābdānān,IR,32.99,47.42,09/28/20,            77.43,19,0,6.6
3393471,Oriximiná,BR,-1.77,-55.87,09/28/20,            97.29,33,22,9.15
2180815,Tuatapere,NZ,-46.13,167.68,09/28/20,            36,69,97,21.99
359792,Aswān,EG,24.09,32.91,09/28/20,            94.69,12,0,10.74
2112802,Hasaki,JP,35.73,140.83,09/28/20,            62.33,93,20,5.82
6173361,Vanderhoof,CA,54.02,-124.02,09/28/20,            54.1,83,98,4.03
1337605,Mahibadhoo,MV,3.78,72.97,09/28/20,            82.65,74,100,6.22
3883457,Lebu,CL,-37.62,-73.65,09/28/20,            52.72,73,99,10.83
3893726,Constitución,CL,-35.33,-72.42,09/28/20,            59.67,58,100,16.04
3533462,Acapulco de Juárez,MX,16.86,-99.89,09/28/20,            87.8,62,75,8.05
4016734,Bucerías,MX,20.75,-105.33,09/28/20,            86,79,90,4.7
1512019,Aksarka,RU,66.56,67.8,09/28/20,            38.05,85,68,7.74
1582886,Kwang Binh,VN,17.48,106.6,09/28/20,            80.19,86,100,2.73
4470244,Havelock,US,34.88,-76.9,09/28/20,            81.1,57,20,3.36
1180729,Dalbandin,PK,28.89,64.41,09/28/20,            73.9,19,9,2.33
6173220,Valleyview,CA,55.07,-117.29,09/28/20,            57.09,70,98,19.6
5866583,Saint Paul Harbor,US,57.79,-152.41,09/28/20,            46.4,87,90,6.93
695574,Rodnikovo,UA,45.04,33.95,09/28/20,            62.11,70,74,2.37
1090225,Koungou,YT,-12.73,45.2,09/28/20,            77,78,38,3.36
2264923,Peniche,PT,39.36,-9.38,09/28/20,            64.92,77,100,7
2058430,Whyalla,AU,-33.03,137.58,09/28/20,            59,41,100,5.82
1735485,Gurun,MY,5.82,100.47,09/28/20,            76.75,88,20,3.36
547677,Kletskaya,RU,49.31,43.06,09/28/20,            55.04,40,58,10.02
217570,Buta,CD,2.79,24.73,09/28/20,            71.33,95,100,2.19
996930,Hendrina,ZA,-26.16,29.72,09/28/20,            54,81,0,4
3868707,Valdivia,CL,-39.81,-73.25,09/28/20,            55.4,66,75,2.24
2022773,Khandyga,RU,62.67,135.6,09/28/20,            46.72,94,100,4.61
5024719,Duluth,US,46.78,-92.11,09/28/20,            54.41,58,90,9.17
5554428,Ketchikan,US,55.34,-131.65,09/28/20,            53.6,93,40,5.82
3420846,Qaqortoq,GL,60.72,-46.03,09/28/20,            41,35,5,5.82
5637146,Anaconda,US,46.13,-112.94,09/28/20,            50.02,45,1,4.7
2446796,Bilma,NE,18.69,12.92,09/28/20,            95.34,10,56,5.26
5935341,Dauphin,CA,51.15,-100.05,09/28/20,            50,66,90,10.29
2186313,Napier City,NZ,-39.48,176.92,09/28/20,            51.01,71,6,16.73
2064735,Nhulunbuy,AU,-12.23,136.77,09/28/20,            73.4,88,1,7.45
3575284,Monkey Hill,KN,17.32,-62.72,09/28/20,            88.59,63,20,13.87
3530264,Copala,MX,16.65,-98.98,09/28/20,            85.46,66,96,5.03
1519691,Sarkand,KZ,45.41,79.92,09/28/20,            38.37,70,58,0.51
315202,Eskişehir,TR,39.78,30.52,09/28/20,            72.54,43,29,4.7
1176048,Jati,PK,24.35,68.27,09/28/20,            81.12,75,0,11.9
5864145,Homer,US,59.64,-151.55,09/28/20,            46.94,100,90,4.7
157014,Kisanga,TZ,-7.44,37.7,09/28/20,            77.68,73,36,9.19
2120591,Tilichiki,RU,60.47,166.1,09/28/20,            34.52,90,8,2.28
1133310,Mīrābād,AF,30.44,61.84,09/28/20,            73.74,20,46,19.69
1040652,Maputo,MZ,-25.97,32.59,09/28/20,            66.88,88,90,9.17
2033196,Zhangjiakou,CN,40.81,114.88,09/28/20,            55.65,60,100,8.03
2019296,Never,RU,53.98,124.17,09/28/20,            35.26,89,55,3.53
2191562,Dunedin,NZ,-45.87,170.5,09/28/20,            33.93,76,44,10
1642588,Jember,ID,-8.17,113.7,09/28/20,            72.57,86,20,1.21
2021799,Konstantinovka,RU,49.62,127.98,09/28/20,            43.93,80,56,5.77
559752,Gornozavodsk,RU,58.38,58.32,09/28/20,            45.61,94,42,3.02
1513023,Pop,UZ,40.87,71.11,09/28/20,            64.4,45,100,4.7
1806840,Huilong,CN,31.81,121.66,09/28/20,            71.38,81,84,5.55
2037078,Hailar,CN,49.2,119.7,09/28/20,            38.7,75,28,11.72
64435,Berbera,SO,10.44,45.01,09/28/20,            88.95,67,70,8.68
7671223,Kloulklubed,PW,7.04,134.26,09/28/20,            77,94,75,5.82
5711149,Altamont,US,42.21,-121.74,09/28/20,            63.27,33,1,6.93
